Game,TOI,CF%,SCF%,SH%,SV%,PDO,Division
"2021-03-29 - Kings 1, Golden Knights 4",49.066666666667,51.72,46.81,4.55,83.33,0.879,West
"2021-03-29 - Kings 1, Golden Knights 4",49.066666666667,48.28,53.19,16.67,95.45,1.121,West
"2021-03-29 - Wild 3, Sharks 4",58.0,45.24,41.82,12.5,91.67,1.042,West
"2021-03-29 - Wild 3, Sharks 4",58.0,54.76,58.18,8.33,87.5,0.958,West
"2021-03-31 - Coyotes 3, Avalanche 9",43.25,32.1,22.5,11.11,78.13,0.892,West
"2021-03-31 - Coyotes 3, Avalanche 9",43.25,67.9,77.5,21.88,88.89,1.108,West
"2021-03-31 - Kings 4, Golden Knights 2",37.45,41.67,42.86,16.67,93.33,1.1,West
"2021-03-31 - Kings 4, Golden Knights 2",37.45,58.33,57.14,6.67,83.33,0.9,West
"2021-03-31 - Wild 2, Sharks 4",47.7,48.24,36.11,4.76,91.67,0.964,West
"2021-03-31 - Wild 2, Sharks 4",47.7,51.76,63.89,8.33,95.24,1.036,West
"2021-04-01 - Wild 3, Golden Knights 2",48.033333333333,47.66,42.31,4.17,92.86,0.97,West
"2021-04-01 - Wild 3, Golden Knights 2",48.033333333333,52.34,57.69,7.14,95.83,1.03,West
"2021-04-02 - Blues 2, Avalanche 3",43.15,64.2,66.67,3.23,93.33,0.966,West
"2021-04-02 - Blues 2, Avalanche 3",43.15,35.8,33.33,6.67,96.77,1.034,West
"2021-04-02 - Coyotes 4, Ducks 2",53.25,49.41,53.66,7.69,86.67,0.944,West
"2021-04-02 - Coyotes 4, Ducks 2",53.25,50.59,46.34,13.33,92.31,1.056,West
"2021-04-02 - Sharks 3, Kings 0",48.883333333333,48.0,41.07,0.0,93.33,0.933,West
"2021-04-02 - Sharks 3, Kings 0",48.883333333333,52.0,58.93,6.67,100.0,1.067,West
"2021-04-03 - Blues 1, Avalanche 2",47.15,59.3,55.56,7.69,95.45,1.031,West
"2021-04-03 - Blues 1, Avalanche 2",47.15,40.7,44.44,4.55,92.31,0.969,West
"2021-04-03 - Sharks 3, Kings 2",50.133333333333,51.76,40.48,3.33,84.21,0.875,West
"2021-04-03 - Sharks 3, Kings 2",50.133333333333,48.24,59.52,15.79,96.67,1.125,West
"2021-04-03 - Wild 2, Golden Knights 1",49.2,42.57,45.65,4.17,95.45,0.996,West
"2021-04-03 - Wild 2, Golden Knights 1",49.2,57.43,54.35,4.55,95.83,1.004,West
"2021-04-04 - Coyotes 3, Ducks 2",56.766666666667,40.23,36.84,11.11,93.33,1.044,West
"2021-04-04 - Coyotes 3, Ducks 2",56.766666666667,59.77,63.16,6.67,88.89,0.956,West
"2021-04-05 - Avalanche 5, Wild 4",43.566666666667,68.42,65.63,12.5,85.71,0.982,West
"2021-04-05 - Avalanche 5, Wild 4",43.566666666667,31.58,34.38,14.29,87.5,1.018,West
"2021-04-05 - Coyotes 5, Kings 2",44.25,49.38,45.24,5.26,96.0,1.013,West
"2021-04-05 - Coyotes 5, Kings 2",44.25,50.62,54.76,4.0,94.74,0.987,West
"2021-04-05 - Golden Knights 6, Blues 1",50.966666666667,43.75,41.67,4.35,80.65,0.85,West
"2021-04-05 - Golden Knights 6, Blues 1",50.966666666667,56.25,58.33,19.35,95.65,1.15,West
"2021-04-06 - Ducks 5, Sharks 1",51.266666666667,55.21,53.03,9.38,100.0,1.094,West
"2021-04-06 - Ducks 5, Sharks 1",51.266666666667,44.79,46.97,0.0,90.63,0.906,West
"2021-04-07 - Avalanche 3, Wild 8",40.116666666667,67.24,60.87,5.26,50.0,0.553,West
"2021-04-07 - Avalanche 3, Wild 8",40.116666666667,32.76,39.13,50.0,94.74,1.447,West
"2021-04-07 - Coyotes 3, Kings 4",52.416666666667,43.68,35.42,12.5,85.19,0.977,West
"2021-04-07 - Coyotes 3, Kings 4",52.416666666667,56.32,64.58,14.81,87.5,1.023,West
"2021-04-07 - Golden Knights 1, Blues 3",48.783333333333,41.27,38.96,9.09,97.3,1.064,West
"2021-04-07 - Golden Knights 1, Blues 3",48.783333333333,58.73,61.04,2.7,90.91,0.936,West
"2021-04-09 - Avalanche 2, Ducks 0",52.583333333333,46.32,39.02,0.0,96.3,0.963,West
"2021-04-09 - Avalanche 2, Ducks 0",52.583333333333,53.68,60.98,3.7,100.0,1.037,West
"2021-04-09 - Coyotes 4, Golden Knights 7",50.8,55.1,45.45,13.64,86.21,0.998,West
"2021-04-09 - Coyotes 4, Golden Knights 7",50.8,44.9,54.55,13.79,86.36,1.002,West
"2021-04-09 - Kings 2, Sharks 5",47.516666666667,54.22,54.9,7.69,87.5,0.952,West
"2021-04-09 - Kings 2, Sharks 5",47.516666666667,45.78,45.1,12.5,92.31,1.048,West
"2021-04-09 - Wild 1, Blues 9",52.45,47.78,39.47,4.17,78.13,0.823,West
"2021-04-09 - Wild 1, Blues 9",52.45,52.22,60.53,21.88,95.83,1.177,West
"2021-04-10 - Kings 4, Sharks 2",41.133333333333,43.42,47.62,18.75,93.33,1.121,West
"2021-04-10 - Kings 4, Sharks 2",41.133333333333,56.58,52.38,6.67,81.25,0.879,West
"2021-04-10 - Wild 2, Blues 3",47.983333333333,39.74,37.93,5.26,100.0,1.053,West
"2021-04-10 - Wild 2, Blues 3",47.983333333333,60.26,62.07,0.0,94.74,0.947,West
"2021-04-11 - Avalanche 4, Ducks 1",45.233333333333,41.49,40.0,0.0,89.29,0.893,West
"2021-04-11 - Avalanche 4, Ducks 1",45.233333333333,58.51,60.0,10.71,100.0,1.107,West
"2021-04-11 - Coyotes 0, Golden Knights 1",52.2,39.56,39.47,0.0,96.15,0.962,West
"2021-04-11 - Coyotes 0, Golden Knights 1",52.2,60.44,60.53,3.85,100.0,1.038,West
"2021-04-12 - Coyotes 2, Avalanche 4",45.783333333333,56.18,45.95,3.45,87.5,0.909,West
"2021-04-12 - Coyotes 2, Avalanche 4",45.783333333333,43.82,54.05,12.5,96.55,1.091,West
"2021-04-12 - Ducks 4, Sharks 0",46.15,36.78,38.89,21.05,100.0,1.211,West
"2021-04-12 - Ducks 4, Sharks 0",46.15,63.22,61.11,0.0,78.95,0.789,West
"2021-04-12 - Golden Knights 4, Kings 2",52.433333333333,46.24,52.08,8.0,93.94,1.019,West
"2021-04-12 - Golden Knights 4, Kings 2",52.433333333333,53.76,47.92,6.06,92.0,0.981,West
"2021-04-14 - Avalanche 4, Blues 3",46.85,52.69,56.86,12.0,96.0,1.08,West
"2021-04-14 - Avalanche 4, Blues 3",46.85,47.31,43.14,4.0,88.0,0.92,West
"2021-04-14 - Coyotes 2, Wild 5",47.933333333333,54.05,50.0,4.55,87.5,0.92,West
"2021-04-14 - Coyotes 2, Wild 5",47.933333333333,45.95,50.0,12.5,95.45,1.08,West
"2021-04-14 - Ducks 4, Sharks 1",43.433333333333,49.32,51.52,15.79,100.0,1.158,West
"2021-04-14 - Ducks 4, Sharks 1",43.433333333333,50.68,48.48,0.0,84.21,0.842,West
"2021-04-14 - Golden Knights 6, Kings 2",56.633333333333,47.66,35.09,5.26,79.31,0.846,West
"2021-04-14 - Golden Knights 6, Kings 2",56.633333333333,52.34,64.91,20.69,94.74,1.154,West
"2021-04-16 - Golden Knights 4, Ducks 0",48.0,32.99,31.37,0.0,89.47,0.895,West
"2021-04-16 - Golden Knights 4, Ducks 0",48.0,67.01,68.63,10.53,100.0,1.105,West
"2021-04-16 - Sharks 2, Wild 3",50.116666666667,47.3,53.13,23.08,94.12,1.172,West
"2021-04-16 - Sharks 2, Wild 3",50.116666666667,52.7,46.88,5.88,76.92,0.828,West
"2021-04-17 - Blues 2, Coyotes 3",51.65,51.22,56.86,8.7,94.44,1.031,West
"2021-04-17 - Blues 2, Coyotes 3",51.65,48.78,43.14,5.56,91.3,0.969,West
"2021-04-17 - Sharks 2, Wild 5",49.483333333333,43.9,40.0,20.0,92.31,1.123,West
"2021-04-17 - Sharks 2, Wild 5",49.483333333333,56.1,60.0,7.69,80.0,0.877,West
"2021-04-18 - Golden Knights 5, Ducks 2",45.65,55.68,51.22,6.9,86.36,0.933,West
"2021-04-18 - Golden Knights 5, Ducks 2",45.65,44.32,48.78,13.64,93.1,1.067,West
"2021-04-19 - Sharks 2, Golden Knights 3",50.433333333333,47.83,52.0,7.69,100.0,1.077,West
"2021-04-19 - Sharks 2, Golden Knights 3",50.433333333333,52.17,48.0,0.0,92.31,0.923,West
"2021-04-19 - Wild 5, Coyotes 2",51.683333333333,62.5,48.57,8.7,85.71,0.944,West
"2021-04-19 - Wild 5, Coyotes 2",51.683333333333,37.5,51.43,14.29,91.3,1.056,West
"2021-04-20 - Ducks 1, Kings 4",47.916666666667,60.0,52.17,5.0,80.95,0.86,West
"2021-04-20 - Ducks 1, Kings 4",47.916666666667,40.0,47.83,19.05,95.0,1.14,West
"2021-04-21 - Sharks 2, Golden Knights 5",47.2,44.04,39.22,7.69,91.18,0.989,West
"2021-04-21 - Sharks 2, Golden Knights 5",47.2,55.96,60.78,8.82,92.31,1.011,West
"2021-04-21 - Wild 4, Coyotes 1",54.416666666667,65.22,62.86,0.0,85.71,0.857,West
"2021-04-21 - Wild 4, Coyotes 1",54.416666666667,34.78,37.14,14.29,100.0,1.143,West
"2021-04-22 - Avalanche 4, Blues 2",41.216666666667,38.03,40.0,11.76,94.12,1.059,West
"2021-04-22 - Avalanche 4, Blues 2",41.216666666667,61.97,60.0,5.88,88.24,0.941,West
"2021-04-23 - Wild 4, Kings 2",50.85,54.26,50.0,6.45,90.0,0.965,West
"2021-04-23 - Wild 4, Kings 2",50.85,45.74,50.0,10.0,93.55,1.035,West
"2021-04-24 - Avalanche 3, Blues 5",44.616666666667,59.77,69.23,4.35,86.96,0.913,West
"2021-04-24 - Avalanche 3, Blues 5",44.616666666667,40.23,30.77,13.04,95.65,1.087,West
"2021-04-24 - Coyotes 4, Kings 0",51.25,52.88,52.0,9.09,100.0,1.091,West
"2021-04-24 - Coyotes 4, Kings 0",51.25,47.12,48.0,0.0,90.91,0.909,West
"2021-04-24 - Golden Knights 5, Ducks 1",52.033333333333,54.02,45.95,6.25,80.0,0.863,West
"2021-04-24 - Golden Knights 5, Ducks 1",52.033333333333,45.98,54.05,20.0,93.75,1.138,West
"2021-04-24 - Wild 6, Sharks 3",55.533333333333,48.91,48.65,16.67,88.46,1.051,West
"2021-04-24 - Wild 6, Sharks 3",55.533333333333,51.09,51.35,11.54,83.33,0.949,West
"2021-04-26 - Avalanche 1, Blues 4",51.483333333333,68.18,57.89,0.0,84.21,0.842,West
"2021-04-26 - Avalanche 1, Blues 4",51.483333333333,31.82,42.11,15.79,100.0,1.158,West
"2021-04-26 - Coyotes 4, Sharks 6",46.016666666667,48.1,44.12,19.05,80.77,0.998,West
"2021-04-26 - Coyotes 4, Sharks 6",46.016666666667,51.9,55.88,19.23,80.95,1.002,West
"2021-04-26 - Ducks 1, Kings 4",52.233333333333,50.56,52.63,5.0,90.48,0.955,West
"2021-04-26 - Ducks 1, Kings 4",52.233333333333,49.44,47.37,9.52,95.0,1.045,West
"2021-04-28 - Avalanche 2, Golden Knights 5",42.9,56.25,56.0,7.69,85.0,0.927,West
"2021-04-28 - Avalanche 2, Golden Knights 5",42.9,43.75,44.0,15.0,92.31,1.073,West
"2021-04-28 - Blues 4, Wild 3",57.0,50.0,61.36,10.71,92.86,1.036,West
"2021-04-28 - Blues 4, Wild 3",57.0,50.0,38.64,7.14,89.29,0.964,West
"2021-04-28 - Coyotes 2, Sharks 4",45.3,53.95,35.0,4.55,88.0,0.925,West
"2021-04-28 - Coyotes 2, Sharks 4",45.3,46.05,65.0,12.0,95.45,1.075,West
"2021-04-28 - Ducks 3, Kings 2",46.316666666667,50.63,47.37,15.0,100.0,1.15,West
"2021-04-28 - Ducks 3, Kings 2",46.316666666667,49.37,52.63,0.0,85.0,0.85,West
"2021-04-29 - Blues 5, Wild 4",53.566666666667,59.09,45.45,11.54,87.5,0.99,West
"2021-04-29 - Blues 5, Wild 4",53.566666666667,40.91,54.55,12.5,88.46,1.01,West
"2021-04-30 - Golden Knights 0, Coyotes 3",53.266666666667,44.12,53.49,7.14,100.0,1.071,West
"2021-04-30 - Golden Knights 0, Coyotes 3",53.266666666667,55.88,46.51,0.0,92.86,0.929,West
"2021-04-30 - Kings 2, Ducks 1",45.366666666667,54.65,54.35,4.55,90.91,0.955,West
"2021-04-30 - Kings 2, Ducks 1",45.366666666667,45.35,45.65,9.09,95.45,1.045,West
"2021-04-30 - Sharks 0, Avalanche 3",47.016666666667,62.82,56.67,0.0,100.0,1.0,West
"2021-04-30 - Sharks 0, Avalanche 3",47.016666666667,37.18,43.33,0.0,100.0,1.0,West
"2021-05-01 - Blues 3, Wild 4",53.333333333333,54.22,53.66,6.67,88.89,0.956,West
"2021-05-01 - Blues 3, Wild 4",53.333333333333,45.78,46.34,11.11,93.33,1.044,West
"2021-05-01 - Golden Knights 3, Coyotes 2",42.8,46.43,44.19,6.25,90.48,0.967,West
"2021-05-01 - Golden Knights 3, Coyotes 2",42.8,53.57,55.81,9.52,93.75,1.033,West
"2021-05-01 - Kings 2, Ducks 6",54.0,54.37,55.81,16.13,91.67,1.078,West
"2021-05-01 - Kings 2, Ducks 6",54.0,45.63,44.19,8.33,83.87,0.922,West
"2021-05-01 - Sharks 3, Avalanche 4",43.8,70.0,75.0,8.57,100.0,1.086,West
"2021-05-01 - Sharks 3, Avalanche 4",43.8,30.0,25.0,0.0,91.43,0.914,West
"2021-05-03 - Avalanche 5, Sharks 4",51.783333333333,59.81,55.17,15.38,84.62,1.0,West
"2021-05-03 - Avalanche 5, Sharks 4",51.783333333333,40.19,44.83,15.38,84.62,1.0,West
"2021-05-03 - Ducks 1, Blues 3",51.75,47.67,50.0,5.56,96.15,1.017,West
"2021-05-03 - Ducks 1, Blues 3",51.75,52.33,50.0,3.85,94.44,0.983,West
"2021-05-03 - Golden Knights 5, Wild 6",50.483333333333,48.91,52.63,16.67,85.19,1.019,West
"2021-05-03 - Golden Knights 5, Wild 6",50.483333333333,51.09,47.37,14.81,83.33,0.981,West
"2021-05-03 - Kings 3, Coyotes 2",51.4,58.33,52.78,3.57,91.67,0.952,West
"2021-05-03 - Kings 3, Coyotes 2",51.4,41.67,47.22,8.33,96.43,1.048,West
"2021-05-05 - Avalanche 2, Sharks 3",45.883333333333,65.35,52.94,6.9,91.3,0.982,West
"2021-05-05 - Avalanche 2, Sharks 3",45.883333333333,34.65,47.06,8.7,93.1,1.018,West
"2021-05-05 - Ducks 3, Blues 2",50.783333333333,58.23,60.47,7.14,94.44,1.016,West
"2021-05-05 - Ducks 3, Blues 2",50.783333333333,41.77,39.53,5.56,92.86,0.984,West
"2021-05-05 - Golden Knights 3, Wild 2",47.95,44.3,29.63,8.7,96.15,1.048,West
"2021-05-05 - Golden Knights 3, Wild 2",47.95,55.7,70.37,3.85,91.3,0.952,West
"2021-05-05 - Kings 4, Coyotes 2",49.2,51.65,55.1,4.35,84.21,0.886,West
"2021-05-05 - Kings 4, Coyotes 2",49.2,48.35,44.9,15.79,95.65,1.114,West
"2021-05-07 - Avalanche 3, Kings 2",50.633333333333,67.53,73.17,7.41,87.5,0.949,West
"2021-05-07 - Avalanche 3, Kings 2",50.633333333333,32.47,26.83,12.5,92.59,1.051,West
"2021-05-07 - Blues 3, Golden Knights 4",51.55,48.0,56.25,11.76,90.0,1.018,West
"2021-05-07 - Blues 3, Golden Knights 4",51.55,52.0,43.75,10.0,88.24,0.982,West
"2021-05-07 - Coyotes 5, Sharks 2",49.166666666667,56.1,50.0,10.0,90.0,1.0,West
"2021-05-07 - Coyotes 5, Sharks 2",49.166666666667,43.9,50.0,10.0,90.0,1.0,West
"2021-05-07 - Ducks 3, Wild 4",49.866666666667,45.74,44.19,14.29,90.32,1.046,West
"2021-05-07 - Ducks 3, Wild 4",49.866666666667,54.26,55.81,9.68,85.71,0.954,West
"2021-05-08 - Avalanche 3, Kings 2",48.75,51.35,51.52,10.0,86.67,0.967,West
"2021-05-08 - Avalanche 3, Kings 2",48.75,48.65,48.48,13.33,90.0,1.033,West
"2021-05-08 - Blues 1, Golden Knights 4",44.35,41.25,47.5,0.0,95.45,0.955,West
"2021-05-08 - Blues 1, Golden Knights 4",44.35,58.75,52.5,4.55,100.0,1.045,West
"2021-05-08 - Coyotes 5, Sharks 4",50.783333333333,42.7,40.74,7.69,92.11,0.998,West
"2021-05-08 - Coyotes 5, Sharks 4",50.783333333333,57.3,59.26,7.89,92.31,1.002,West
"2021-05-08 - Ducks 3, Wild 4",47.333333333333,51.61,41.38,13.33,87.5,1.008,West
"2021-05-08 - Ducks 3, Wild 4",47.333333333333,48.39,58.62,12.5,86.67,0.992,West
"2021-05-10 - Avalanche 2, Golden Knights 1",48.383333333333,46.99,45.45,10.53,95.83,1.064,West
"2021-05-10 - Avalanche 2, Golden Knights 1",48.383333333333,53.01,54.55,4.17,89.47,0.936,West
"2021-05-10 - Blues 2, Kings 1",50.266666666667,55.81,61.29,4.17,94.12,0.983,West
"2021-05-10 - Blues 2, Kings 1",50.266666666667,44.19,38.71,5.88,95.83,1.017,West
"2021-05-12 - Golden Knights 6, Sharks 0",50.0,40.0,34.0,0.0,83.78,0.838,West
"2021-05-12 - Golden Knights 6, Sharks 0",50.0,60.0,66.0,16.22,100.0,1.162,West
"2021-05-12 - Kings 0, Avalanche 6",49.75,60.23,73.47,18.52,100.0,1.185,West
"2021-05-12 - Kings 0, Avalanche 6",49.75,39.77,26.53,0.0,81.48,0.815,West
"2021-05-12 - Wild 0, Blues 4",52.0,53.85,54.76,0.0,88.0,0.88,West
"2021-05-12 - Wild 0, Blues 4",52.0,46.15,45.24,12.0,100.0,1.12,West
"2021-05-13 - Kings 1, Avalanche 5",53.683333333333,69.03,75.86,9.76,95.0,1.048,West
"2021-05-13 - Kings 1, Avalanche 5",53.683333333333,30.97,24.14,5.0,90.24,0.952,West
"2021-05-13 - Wild 3, Blues 7",50.45,46.88,54.84,15.79,77.78,0.936,West
"2021-05-13 - Wild 3, Blues 7",50.45,53.13,45.16,22.22,84.21,1.064,West
